Territory X Date,Target
Micronesia (Federated States of) X 04/07/2020,0
Micronesia (Federated States of) X 04/08/2020,0
Monaco X 04/02/2020,0
Monaco X 04/03/2020,0
Monaco X 04/04/2020,0
Monaco X 04/05/2020,0
Monaco X 04/06/2020,0
Monaco X 04/07/2020,0
Monaco X 04/08/2020,0
Mongolia X 04/02/2020,0
Mongolia X 04/03/2020,0
Mongolia X 04/04/2020,0
Mongolia X 04/05/2020,0
Mongolia X 04/06/2020,0
Mongolia X 04/07/2020,0
Mongolia X 04/08/2020,0
Montenegro X 04/02/2020,2
Montenegro X 04/03/2020,2
Montenegro X 04/04/2020,3
Montenegro X 04/05/2020,3
Montenegro X 04/06/2020,3
Montenegro X 04/07/2020,3
Montenegro X 04/08/2020,3
Montserrat X 04/02/2020,0
Montserrat X 04/03/2020,0
Montserrat X 04/04/2020,0
Montserrat X 04/05/2020,0
Montserrat X 04/06/2020,0
Montserrat X 04/07/2020,0
Montserrat X 04/08/2020,0
Morocco X 04/02/2020,40
Morocco X 04/03/2020,41
Morocco X 04/04/2020,43
Morocco X 04/05/2020,45
Morocco X 04/06/2020,48
Morocco X 04/07/2020,54
Morocco X 04/08/2020,68
Mozambique X 04/02/2020,0
Mozambique X 04/03/2020,0
Mozambique X 04/04/2020,0
Mozambique X 04/05/2020,0
Mozambique X 04/06/2020,0
Mozambique X 04/07/2020,0
Mozambique X 04/08/2020,0
Myanmar X 04/02/2020,0
Myanmar X 04/03/2020,0
Myanmar X 04/04/2020,0
Myanmar X 04/05/2020,0
Myanmar X 04/06/2020,0
Myanmar X 04/07/2020,0
Myanmar X 04/08/2020,0
Namibia X 04/02/2020,0
Namibia X 04/03/2020,0
Namibia X 04/04/2020,0
Namibia X 04/05/2020,0
Namibia X 04/06/2020,0
Namibia X 04/07/2020,0
Namibia X 04/08/2020,0
Nauru X 04/02/2020,0
Nauru X 04/03/2020,0
Nauru X 04/04/2020,0
Nauru X 04/05/2020,0
Nauru X 04/06/2020,0
Nauru X 04/07/2020,0
Nauru X 04/08/2020,0
Nepal X 04/02/2020,0
Nepal X 04/03/2020,0
Nepal X 04/04/2020,0
Nepal X 04/05/2020,0
Nepal X 04/06/2020,0
Nepal X 04/07/2020,0
Nepal X 04/08/2020,0
Netherlands (the) X 04/02/2020,1361
Netherlands (the) X 04/03/2020,1519
Netherlands (the) X 04/04/2020,1720
Netherlands (the) X 04/05/2020,1908
Netherlands (the) X 04/06/2020,2162
Netherlands (the) X 04/07/2020,2374
Netherlands (the) X 04/08/2020,2666
New Caledonia X 04/02/2020,0
New Caledonia X 04/03/2020,0
New Caledonia X 04/04/2020,0
New Caledonia X 04/05/2020,0
New Caledonia X 04/06/2020,0
New Caledonia X 04/07/2020,0
New Caledonia X 04/08/2020,0
New Zealand X 04/02/2020,0
New Zealand X 04/03/2020,0
New Zealand X 04/04/2020,0
New Zealand X 04/05/2020,0
New Zealand X 04/06/2020,0
New Zealand X 04/07/2020,0
New Zealand X 04/08/2020,0
Nicaragua X 04/02/2020,1
Nicaragua X 04/03/2020,1
Nicaragua X 04/04/2020,1
Nicaragua X 04/05/2020,1
Nicaragua X 04/06/2020,1
Nicaragua X 04/07/2020,1
Nicaragua X 04/08/2020,2
Niger (the) X 04/02/2020,5
Niger (the) X 04/03/2020,7
Niger (the) X 04/04/2020,7
Niger (the) X 04/05/2020,8
Niger (the) X 04/06/2020,9
Niger (the) X 04/07/2020,10
Niger (the) X 04/08/2020,10
Nigeria X 04/02/2020,2
Nigeria X 04/03/2020,2
Nigeria X 04/04/2020,3
Nigeria X 04/05/2020,3
Nigeria X 04/06/2020,3
Nigeria X 04/07/2020,3
Nigeria X 04/08/2020,3
North Macedonia X 04/02/2020,13
North Macedonia X 04/03/2020,15
North Macedonia X 04/04/2020,17
North Macedonia X 04/05/2020,19
North Macedonia X 04/06/2020,21
North Macedonia X 04/07/2020,22
North Macedonia X 04/08/2020,24
Norway X 04/02/2020,48
Norway X 04/03/2020,54
Norway X 04/04/2020,62
Norway X 04/05/2020,70
Norway X 04/06/2020,76
Norway X 04/07/2020,83
Norway X 04/08/2020,91
Oman X 04/02/2020,0
Oman X 04/03/2020,0
Oman X 04/04/2020,0
Oman X 04/05/2020,0
Oman X 04/06/2020,0
Oman X 04/07/2020,0
Oman X 04/08/2020,0
Pakistan X 04/02/2020,29
Pakistan X 04/03/2020,32
Pakistan X 04/04/2020,36
Pakistan X 04/05/2020,40
Pakistan X 04/06/2020,44
Pakistan X 04/07/2020,48
Pakistan X 04/08/2020,53
Palau X 04/02/2020,0
Palau X 04/03/2020,0
Palau X 04/04/2020,0
Palau X 04/05/2020,0
Palau X 04/06/2020,0
Palau X 04/07/2020,0
Palau X 04/08/2020,0
Panama X 04/02/2020,28
Panama X 04/03/2020,28
Panama X 04/04/2020,30
Panama X 04/05/2020,30
Panama X 04/06/2020,31
Panama X 04/07/2020,31
Panama X 04/08/2020,31
Papua New Guinea X 04/02/2020,0
Papua New Guinea X 04/03/2020,0
Papua New Guinea X 04/04/2020,0
Papua New Guinea X 04/05/2020,0
Papua New Guinea X 04/06/2020,0
Papua New Guinea X 04/07/2020,0
Papua New Guinea X 04/08/2020,0
Paraguay X 04/02/2020,4
Paraguay X 04/03/2020,4
Paraguay X 04/04/2020,3
Paraguay X 04/05/2020,4
Paraguay X 04/06/2020,5
Paraguay X 04/07/2020,4
Paraguay X 04/08/2020,4
Peru X 04/02/2020,44
Peru X 04/03/2020,48
Peru X 04/04/2020,52
Peru X 04/05/2020,58
Peru X 04/06/2020,63
Peru X 04/07/2020,67
Peru X 04/08/2020,73
Philippines (the) X 04/02/2020,100
Philippines (the) X 04/03/2020,108
Philippines (the) X 04/04/2020,118
Philippines (the) X 04/05/2020,125
Philippines (the) X 04/06/2020,133
Philippines (the) X 04/07/2020,143
Philippines (the) X 04/08/2020,154
Poland X 04/02/2020,45
Poland X 04/03/2020,54
Poland X 04/04/2020,58
Poland X 04/05/2020,66
Poland X 04/06/2020,73
Poland X 04/07/2020,80
Poland X 04/08/2020,83
Portugal X 04/02/2020,213
Portugal X 04/03/2020,237
Portugal X 04/04/2020,267
Portugal X 04/05/2020,298
Portugal X 04/06/2020,329
Portugal X 04/07/2020,367
Portugal X 04/08/2020,404
Qatar X 04/02/2020,2
Qatar X 04/03/2020,3
Qatar X 04/04/2020,3
Qatar X 04/05/2020,3
Qatar X 04/06/2020,4
Qatar X 04/07/2020,4
Qatar X 04/08/2020,4
Republic of Korea (the) X 04/02/2020,0
Republic of Korea (the) X 04/03/2020,0
Republic of Korea (the) X 04/04/2020,0
Republic of Korea (the) X 04/05/2020,0
Republic of Korea (the) X 04/06/2020,0
Republic of Korea (the) X 04/07/2020,0
Republic of Korea (the) X 04/08/2020,0
Republic of Moldova (the) X 04/02/2020,5
Republic of Moldova (the) X 04/03/2020,5
Republic of Moldova (the) X 04/04/2020,6
Republic of Moldova (the) X 04/05/2020,7
Republic of Moldova (the) X 04/06/2020,7
Republic of Moldova (the) X 04/07/2020,7
Republic of Moldova (the) X 04/08/2020,8
Reunion X 04/02/2020,0
Reunion X 04/03/2020,0
Reunion X 04/04/2020,0
Reunion X 04/05/2020,0
Reunion X 04/06/2020,0
Reunion X 04/07/2020,0
Reunion X 04/08/2020,0
Romania X 04/02/2020,107
Romania X 04/03/2020,128
Romania X 04/04/2020,151
Romania X 04/05/2020,175
Romania X 04/06/2020,202
Romania X 04/07/2020,228
Romania X 04/08/2020,252
Russian Federation (the) X 04/02/2020,33
Russian Federation (the) X 04/03/2020,43
Russian Federation (the) X 04/04/2020,54
Russian Federation (the) X 04/05/2020,65
Russian Federation (the) X 04/06/2020,80
Russian Federation (the) X 04/07/2020,93
Russian Federation (the) X 04/08/2020,108
Rwanda X 04/02/2020,0
Rwanda X 04/03/2020,0
Rwanda X 04/04/2020,0
Rwanda X 04/05/2020,0
Rwanda X 04/06/2020,0
Rwanda X 04/07/2020,0
Rwanda X 04/08/2020,0
Saint Barthelemy X 04/02/2020,0
Saint Barthelemy X 04/03/2020,0
Saint Barthelemy X 04/04/2020,0
Saint Barthelemy X 04/05/2020,0
Saint Barthelemy X 04/06/2020,0
Saint Barthelemy X 04/07/2020,0
Saint Barthelemy X 04/08/2020,0
Saint Kitts and Nevis X 04/02/2020,0
Saint Kitts and Nevis X 04/03/2020,0
Saint Kitts and Nevis X 04/04/2020,0
Saint Kitts and Nevis X 04/05/2020,0
Saint Kitts and Nevis X 04/06/2020,0
Saint Kitts and Nevis X 04/07/2020,0
Saint Kitts and Nevis X 04/08/2020,0
Saint Lucia X 04/02/2020,0
Saint Lucia X 04/03/2020,0
Saint Lucia X 04/04/2020,0
Saint Lucia X 04/05/2020,0
Saint Lucia X 04/06/2020,0
Saint Lucia X 04/07/2020,0
Saint Lucia X 04/08/2020,0
Saint Vincent and the Grenadines X 04/02/2020,0
Saint Vincent and the Grenadines X 04/03/2020,0
Saint Vincent and the Grenadines X 04/04/2020,0
Saint Vincent and the Grenadines X 04/05/2020,0
Saint Vincent and the Grenadines X 04/06/2020,0
Saint Vincent and the Grenadines X 04/07/2020,0
Saint Vincent and the Grenadines X 04/08/2020,0
Samoa X 04/02/2020,0
Samoa X 04/03/2020,0
Samoa X 04/04/2020,0
Samoa X 04/05/2020,0
Samoa X 04/06/2020,0
Samoa X 04/07/2020,0
Samoa X 04/08/2020,0
San Marino X 04/02/2020,27
San Marino X 04/03/2020,27
San Marino X 04/04/2020,26
San Marino X 04/05/2020,26
San Marino X 04/06/2020,26
San Marino X 04/07/2020,25
San Marino X 04/08/2020,24
Sao Tome and Principe X 04/02/2020,0
Sao Tome and Principe X 04/03/2020,0
Sao Tome and Principe X 04/04/2020,0
Sao Tome and Principe X 04/05/2020,0
Sao Tome and Principe X 04/06/2020,0
Sao Tome and Principe X 04/07/2020,0
Sao Tome and Principe X 04/08/2020,0
Saudi Arabia X 04/02/2020,15
Saudi Arabia X 04/03/2020,19
Saudi Arabia X 04/04/2020,22
Saudi Arabia X 04/05/2020,26
Saudi Arabia X 04/06/2020,30
Saudi Arabia X 04/07/2020,34
Saudi Arabia X 04/08/2020,37
Senegal X 04/02/2020,0
Senegal X 04/03/2020,0
Senegal X 04/04/2020,0
Senegal X 04/05/2020,0
Senegal X 04/06/2020,0
Senegal X 04/07/2020,0
Senegal X 04/08/2020,0
Serbia X 04/02/2020,31
Serbia X 04/03/2020,35
Serbia X 04/04/2020,36
Serbia X 04/05/2020,43
Serbia X 04/06/2020,49
Serbia X 04/07/2020,48
Serbia X 04/08/2020,48
Seychelles X 04/02/2020,0
Seychelles X 04/03/2020,0
Seychelles X 04/04/2020,0
Seychelles X 04/05/2020,0
Seychelles X 04/06/2020,0
Seychelles X 04/07/2020,0
Seychelles X 04/08/2020,0
Sierra Leone X 04/02/2020,0
Sierra Leone X 04/03/2020,0
Sierra Leone X 04/04/2020,0
Sierra Leone X 04/05/2020,0
Sierra Leone X 04/06/2020,0
Sierra Leone X 04/07/2020,0
Sierra Leone X 04/08/2020,0
Singapore X 04/02/2020,5
Singapore X 04/03/2020,5
Singapore X 04/04/2020,5
Singapore X 04/05/2020,4
Singapore X 04/06/2020,4
Singapore X 04/07/2020,4
Singapore X 04/08/2020,4
Slovakia X 04/02/2020,1
Slovakia X 04/03/2020,0
Slovakia X 04/04/2020,0
Slovakia X 04/05/2020,0
Slovakia X 04/06/2020,0
Slovakia X 04/07/2020,0
Slovakia X 04/08/2020,0
Slovenia X 04/02/2020,18
Slovenia X 04/03/2020,19
Slovenia X 04/04/2020,23
Slovenia X 04/05/2020,24
Slovenia X 04/06/2020,27
Slovenia X 04/07/2020,28
Slovenia X 04/08/2020,34
Solomon Islands X 04/02/2020,0
Solomon Islands X 04/03/2020,0
Solomon Islands X 04/04/2020,0
Solomon Islands X 04/05/2020,0
Solomon Islands X 04/06/2020,0
Solomon Islands X 04/07/2020,0
Solomon Islands X 04/08/2020,0
Somalia X 04/02/2020,0
Somalia X 04/03/2020,0
Somalia X 04/04/2020,0
Somalia X 04/05/2020,0
Somalia X 04/06/2020,0
Somalia X 04/07/2020,0
Somalia X 04/08/2020,0
South Africa X 04/02/2020,7
South Africa X 04/03/2020,7
South Africa X 04/04/2020,8
South Africa X 04/05/2020,8
South Africa X 04/06/2020,9
South Africa X 04/07/2020,9
South Africa X 04/08/2020,11
South Sudan X 04/02/2020,2
South Sudan X 04/03/2020,2
South Sudan X 04/04/2020,2
South Sudan X 04/05/2020,2
South Sudan X 04/06/2020,2
South Sudan X 04/07/2020,2
South Sudan X 04/08/2020,2
Spain X 04/02/2020,10282
Spain X 04/03/2020,11255
Spain X 04/04/2020,12313
Spain X 04/05/2020,13305
Spain X 04/06/2020,14600
Spain X 04/07/2020,15770
Spain X 04/08/2020,16984
Sri Lanka X 04/02/2020,3
Sri Lanka X 04/03/2020,4
Sri Lanka X 04/04/2020,4
Sri Lanka X 04/05/2020,5
Sri Lanka X 04/06/2020,5
Sri Lanka X 04/07/2020,5
Sri Lanka X 04/08/2020,5
St Martin X 04/02/2020,0
St Martin X 04/03/2020,0
St Martin X 04/04/2020,0
St Martin X 04/05/2020,0
St Martin X 04/06/2020,0
St Martin X 04/07/2020,0
St Martin X 04/08/2020,0
Sudan (the) X 04/02/2020,0
Sudan (the) X 04/03/2020,0
Sudan (the) X 04/04/2020,0
Sudan (the) X 04/05/2020,0
Sudan (the) X 04/06/2020,0
Sudan (the) X 04/07/2020,0
Sudan (the) X 04/08/2020,0
Suriname X 04/02/2020,0
Suriname X 04/03/2020,0
Suriname X 04/04/2020,0
Suriname X 04/05/2020,0
Suriname X 04/06/2020,0
Suriname X 04/07/2020,0
Suriname X 04/08/2020,0
Sweden X 04/02/2020,276
Sweden X 04/03/2020,314
Sweden X 04/04/2020,353
Sweden X 04/05/2020,397
Sweden X 04/06/2020,456
Sweden X 04/07/2020,502
Sweden X 04/08/2020,561
Switzerland X 04/02/2020,545
Switzerland X 04/03/2020,606
Switzerland X 04/04/2020,667
Switzerland X 04/05/2020,708
Switzerland X 04/06/2020,777
Switzerland X 04/07/2020,853
Switzerland X 04/08/2020,931
Syrian Arab Republic (the) X 04/02/2020,2
Syrian Arab Republic (the) X 04/03/2020,2
Syrian Arab Republic (the) X 04/04/2020,2
Syrian Arab Republic (the) X 04/05/2020,1
Syrian Arab Republic (the) X 04/06/2020,1
Syrian Arab Republic (the) X 04/07/2020,1
Syrian Arab Republic (the) X 04/08/2020,1
Taiwan X 04/02/2020,5
Taiwan X 04/03/2020,5
Taiwan X 04/04/2020,5
Taiwan X 04/05/2020,5
Taiwan X 04/06/2020,5
Taiwan X 04/07/2020,5
Taiwan X 04/08/2020,5
Tajikistan X 04/02/2020,0
Tajikistan X 04/03/2020,0
Tajikistan X 04/04/2020,0
Tajikistan X 04/05/2020,0
Tajikistan X 04/06/2020,0
Tajikistan X 04/07/2020,0
Tajikistan X 04/08/2020,0
Thailand X 04/02/2020,13
Thailand X 04/03/2020,14
Thailand X 04/04/2020,16
Thailand X 04/05/2020,20
Thailand X 04/06/2020,22
Thailand X 04/07/2020,23
Thailand X 04/08/2020,26
Timor-Leste X 04/02/2020,0
Timor-Leste X 04/03/2020,0
Timor-Leste X 04/04/2020,0
Timor-Leste X 04/05/2020,0
Timor-Leste X 04/06/2020,0
Timor-Leste X 04/07/2020,0
Timor-Leste X 04/08/2020,0
Togo X 04/02/2020,2
Togo X 04/03/2020,2
Togo X 04/04/2020,2
Togo X 04/05/2020,2
Togo X 04/06/2020,2
Togo X 04/07/2020,2
Togo X 04/08/2020,3
Tonga X 04/02/2020,0
Tonga X 04/03/2020,0
Tonga X 04/04/2020,0
Tonga X 04/05/2020,0
Tonga X 04/06/2020,0
Tonga X 04/07/2020,0
Tonga X 04/08/2020,0
Trinidad and Tobago X 04/02/2020,6
Trinidad and Tobago X 04/03/2020,7
Trinidad and Tobago X 04/04/2020,7
Trinidad and Tobago X 04/05/2020,8
Trinidad and Tobago X 04/06/2020,10
Trinidad and Tobago X 04/07/2020,10
Trinidad and Tobago X 04/08/2020,12
Tunisia X 04/02/2020,11
Tunisia X 04/03/2020,14
Tunisia X 04/04/2020,16
Tunisia X 04/05/2020,17
Tunisia X 04/06/2020,17
Tunisia X 04/07/2020,20
Tunisia X 04/08/2020,20
Turkey X 04/02/2020,343
Turkey X 04/03/2020,428
Turkey X 04/04/2020,501
Turkey X 04/05/2020,577
Turkey X 04/06/2020,663
Turkey X 04/07/2020,752
Turkey X 04/08/2020,844
Turkmenistan X 04/02/2020,0
Turkmenistan X 04/03/2020,0
Turkmenistan X 04/04/2020,0
Turkmenistan X 04/05/2020,0
Turkmenistan X 04/06/2020,0
Turkmenistan X 04/07/2020,0
Turkmenistan X 04/08/2020,0
Tuvalu X 04/02/2020,0
Tuvalu X 04/03/2020,0
Tuvalu X 04/04/2020,0
Tuvalu X 04/05/2020,0
Tuvalu X 04/06/2020,0
Tuvalu X 04/07/2020,0
Tuvalu X 04/08/2020,0
Uganda X 04/02/2020,0
Uganda X 04/03/2020,0
Uganda X 04/04/2020,0
Uganda X 04/05/2020,0
Uganda X 04/06/2020,0
Uganda X 04/07/2020,0
Uganda X 04/08/2020,0
Ukraine X 04/02/2020,24
Ukraine X 04/03/2020,27
Ukraine X 04/04/2020,30
Ukraine X 04/05/2020,33
Ukraine X 04/06/2020,37
Ukraine X 04/07/2020,40
Ukraine X 04/08/2020,43
United Arab Emirates (the) X 04/02/2020,8
United Arab Emirates (the) X 04/03/2020,7
United Arab Emirates (the) X 04/04/2020,7
United Arab Emirates (the) X 04/05/2020,7
United Arab Emirates (the) X 04/06/2020,7
United Arab Emirates (the) X 04/07/2020,7
United Arab Emirates (the) X 04/08/2020,7
United Kingdom of Great Britain and Northern Ireland (the) X 04/02/2020,2915
United Kingdom of Great Britain and Northern Ireland (the) X 04/03/2020,3402
United Kingdom of Great Britain and Northern Ireland (the) X 04/04/2020,3886
United Kingdom of Great Britain and Northern Ireland (the) X 04/05/2020,4392
United Kingdom of Great Britain and Northern Ireland (the) X 04/06/2020,4846
United Kingdom of Great Britain and Northern Ireland (the) X 04/07/2020,5364
United Kingdom of Great Britain and Northern Ireland (the) X 04/08/2020,5944
United Republic of Tanzania (the) X 04/02/2020,0
United Republic of Tanzania (the) X 04/03/2020,0
United Republic of Tanzania (the) X 04/04/2020,0
United Republic of Tanzania (the) X 04/05/2020,0
United Republic of Tanzania (the) X 04/06/2020,0
United Republic of Tanzania (the) X 04/07/2020,0
United Republic of Tanzania (the) X 04/08/2020,0
United States of America (the) X 04/02/2020,5664
United States of America (the) X 04/03/2020,6808
United States of America (the) X 04/04/2020,8129
United States of America (the) X 04/05/2020,9585
United States of America (the) X 04/06/2020,11312
United States of America (the) X 04/07/2020,13208
United States of America (the) X 04/08/2020,15401
Uruguay X 04/02/2020,0
Uruguay X 04/03/2020,0
Uruguay X 04/04/2020,0
Uruguay X 04/05/2020,0
Uruguay X 04/06/2020,0
Uruguay X 04/07/2020,0
Uruguay X 04/08/2020,0
Uzbekistan X 04/02/2020,2
Uzbekistan X 04/03/2020,2
Uzbekistan X 04/04/2020,2
Uzbekistan X 04/05/2020,2
Uzbekistan X 04/06/2020,2
Uzbekistan X 04/07/2020,2
Uzbekistan X 04/08/2020,3
Vanuatu X 04/02/2020,0
Vanuatu X 04/03/2020,0
Vanuatu X 04/04/2020,0
Vanuatu X 04/05/2020,0
Vanuatu X 04/06/2020,0
Vanuatu X 04/07/2020,0
Vanuatu X 04/08/2020,0
Venezuela (Bolivarian Republic of) X 04/02/2020,4
Venezuela (Bolivarian Republic of) X 04/03/2020,3
Venezuela (Bolivarian Republic of) X 04/04/2020,4
Venezuela (Bolivarian Republic of) X 04/05/2020,4
Venezuela (Bolivarian Republic of) X 04/06/2020,3
Venezuela (Bolivarian Republic of) X 04/07/2020,4
Venezuela (Bolivarian Republic of) X 04/08/2020,4
Viet Nam X 04/02/2020,0
Viet Nam X 04/03/2020,0
Viet Nam X 04/04/2020,0
Viet Nam X 04/05/2020,0
Viet Nam X 04/06/2020,0
Viet Nam X 04/07/2020,0
Viet Nam X 04/08/2020,0
Yemen X 04/02/2020,0
Yemen X 04/03/2020,0
Yemen X 04/04/2020,0
Yemen X 04/05/2020,0
Yemen X 04/06/2020,0
Yemen X 04/07/2020,0
Yemen X 04/08/2020,0
Zambia X 04/02/2020,0
Zambia X 04/03/2020,0
Zambia X 04/04/2020,0
Zambia X 04/05/2020,0
Zambia X 04/06/2020,0
Zambia X 04/07/2020,0
Zambia X 04/08/2020,0
Zimbabwe X 04/02/2020,1
Zimbabwe X 04/03/2020,1
Zimbabwe X 04/04/2020,2
Zimbabwe X 04/05/2020,2
Zimbabwe X 04/06/2020,2
Zimbabwe X 04/07/2020,2
Zimbabwe X 04/08/2020,2
