Territory X Date,Target
Equatorial Guinea X 06/07/2020,0
Eritrea X 03/06/2020,0
Eritrea X 03/07/2020,0
Eritrea X 03/08/2020,0
Eritrea X 03/09/2020,0
Eritrea X 03/10/2020,0
Eritrea X 03/11/2020,0
Eritrea X 03/12/2020,0
Eritrea X 03/13/2020,0
Eritrea X 03/14/2020,0
Eritrea X 03/15/2020,0
Eritrea X 03/16/2020,0
Eritrea X 03/17/2020,0
Eritrea X 03/18/2020,0
Eritrea X 03/19/2020,0
Eritrea X 03/20/2020,0
Eritrea X 03/21/2020,0
Eritrea X 03/22/2020,0
Eritrea X 03/23/2020,0
Eritrea X 03/24/2020,0
Eritrea X 03/25/2020,0
Eritrea X 03/26/2020,0
Eritrea X 03/27/2020,0
Eritrea X 03/28/2020,0
Eritrea X 03/29/2020,0
Eritrea X 03/30/2020,0
Eritrea X 03/31/2020,0
Eritrea X 04/01/2020,0
Eritrea X 04/02/2020,0
Eritrea X 04/03/2020,0
Eritrea X 04/04/2020,0
Eritrea X 04/05/2020,0
Eritrea X 04/06/2020,0
Eritrea X 04/07/2020,0
Eritrea X 04/08/2020,0
Eritrea X 04/09/2020,0
Eritrea X 04/10/2020,0
Eritrea X 04/11/2020,0
Eritrea X 04/12/2020,0
Eritrea X 04/13/2020,0
Eritrea X 04/14/2020,0
Eritrea X 04/15/2020,0
Eritrea X 04/16/2020,0
Eritrea X 04/17/2020,0
Eritrea X 04/18/2020,0
Eritrea X 04/19/2020,0
Eritrea X 04/20/2020,0
Eritrea X 04/21/2020,0
Eritrea X 04/22/2020,0
Eritrea X 04/23/2020,0
Eritrea X 04/24/2020,0
Eritrea X 04/25/2020,0
Eritrea X 04/26/2020,0
Eritrea X 04/27/2020,0
Eritrea X 04/28/2020,0
Eritrea X 04/29/2020,0
Eritrea X 04/30/2020,0
Eritrea X 05/01/2020,0
Eritrea X 05/02/2020,0
Eritrea X 05/03/2020,0
Eritrea X 05/04/2020,0
Eritrea X 05/05/2020,0
Eritrea X 05/06/2020,0
Eritrea X 05/07/2020,0
Eritrea X 05/08/2020,0
Eritrea X 05/09/2020,0
Eritrea X 05/10/2020,0
Eritrea X 05/11/2020,0
Eritrea X 05/12/2020,0
Eritrea X 05/13/2020,0
Eritrea X 05/14/2020,0
Eritrea X 05/15/2020,0
Eritrea X 05/16/2020,0
Eritrea X 05/17/2020,0
Eritrea X 05/18/2020,0
Eritrea X 05/19/2020,0
Eritrea X 05/20/2020,0
Eritrea X 05/21/2020,0
Eritrea X 05/22/2020,0
Eritrea X 05/23/2020,0
Eritrea X 05/24/2020,0
Eritrea X 05/25/2020,0
Eritrea X 05/26/2020,0
Eritrea X 05/27/2020,0
Eritrea X 05/28/2020,0
Eritrea X 05/29/2020,0
Eritrea X 05/30/2020,0
Eritrea X 05/31/2020,0
Eritrea X 06/01/2020,0
Eritrea X 06/02/2020,0
Eritrea X 06/03/2020,0
Eritrea X 06/04/2020,0
Eritrea X 06/05/2020,0
Eritrea X 06/06/2020,0
Eritrea X 06/07/2020,0
Estonia X 03/06/2020,0
Estonia X 03/07/2020,0
Estonia X 03/08/2020,0
Estonia X 03/09/2020,0
Estonia X 03/10/2020,0
Estonia X 03/11/2020,0
Estonia X 03/12/2020,0
Estonia X 03/13/2020,0
Estonia X 03/14/2020,0
Estonia X 03/15/2020,0
Estonia X 03/16/2020,0
Estonia X 03/17/2020,0
Estonia X 03/18/2020,0
Estonia X 03/19/2020,0
Estonia X 03/20/2020,0
Estonia X 03/21/2020,0
Estonia X 03/22/2020,0
Estonia X 03/23/2020,0
Estonia X 03/24/2020,0
Estonia X 03/25/2020,1
Estonia X 03/26/2020,1
Estonia X 03/27/2020,1
Estonia X 03/28/2020,1
Estonia X 03/29/2020,3
Estonia X 03/30/2020,3
Estonia X 03/31/2020,4
Estonia X 04/01/2020,5
Estonia X 04/02/2020,7
Estonia X 04/03/2020,6
Estonia X 04/04/2020,8
Estonia X 04/05/2020,9
Estonia X 04/06/2020,11
Estonia X 04/07/2020,10
Estonia X 04/08/2020,12
Estonia X 04/09/2020,12
Estonia X 04/10/2020,15
Estonia X 04/11/2020,15
Estonia X 04/12/2020,18
Estonia X 04/13/2020,19
Estonia X 04/14/2020,21
Estonia X 04/15/2020,22
Estonia X 04/16/2020,24
Estonia X 04/17/2020,25
Estonia X 04/18/2020,28
Estonia X 04/19/2020,28
Estonia X 04/20/2020,31
Estonia X 04/21/2020,32
Estonia X 04/22/2020,36
Estonia X 04/23/2020,36
Estonia X 04/24/2020,40
Estonia X 04/25/2020,41
Estonia X 04/26/2020,45
Estonia X 04/27/2020,45
Estonia X 04/28/2020,49
Estonia X 04/29/2020,50
Estonia X 04/30/2020,54
Estonia X 05/01/2020,55
Estonia X 05/02/2020,59
Estonia X 05/03/2020,60
Estonia X 05/04/2020,65
Estonia X 05/05/2020,66
Estonia X 05/06/2020,71
Estonia X 05/07/2020,72
Estonia X 05/08/2020,77
Estonia X 05/09/2020,78
Estonia X 05/10/2020,83
Estonia X 05/11/2020,85
Estonia X 05/12/2020,90
Estonia X 05/13/2020,91
Estonia X 05/14/2020,96
Estonia X 05/15/2020,98
Estonia X 05/16/2020,104
Estonia X 05/17/2020,106
Estonia X 05/18/2020,111
Estonia X 05/19/2020,114
Estonia X 05/20/2020,120
Estonia X 05/21/2020,121
Estonia X 05/22/2020,127
Estonia X 05/23/2020,130
Estonia X 05/24/2020,136
Estonia X 05/25/2020,138
Estonia X 05/26/2020,144
Estonia X 05/27/2020,147
Estonia X 05/28/2020,154
Estonia X 05/29/2020,156
Estonia X 05/30/2020,164
Estonia X 05/31/2020,167
Estonia X 06/01/2020,174
Estonia X 06/02/2020,176
Estonia X 06/03/2020,183
Estonia X 06/04/2020,187
Estonia X 06/05/2020,194
Estonia X 06/06/2020,197
Estonia X 06/07/2020,205
Eswatini X 03/06/2020,0
Eswatini X 03/07/2020,0
Eswatini X 03/08/2020,0
Eswatini X 03/09/2020,0
Eswatini X 03/10/2020,0
Eswatini X 03/11/2020,0
Eswatini X 03/12/2020,0
Eswatini X 03/13/2020,0
Eswatini X 03/14/2020,0
Eswatini X 03/15/2020,0
Eswatini X 03/16/2020,0
Eswatini X 03/17/2020,0
Eswatini X 03/18/2020,0
Eswatini X 03/19/2020,0
Eswatini X 03/20/2020,0
Eswatini X 03/21/2020,0
Eswatini X 03/22/2020,0
Eswatini X 03/23/2020,0
Eswatini X 03/24/2020,0
Eswatini X 03/25/2020,0
Eswatini X 03/26/2020,0
Eswatini X 03/27/2020,0
Eswatini X 03/28/2020,0
Eswatini X 03/29/2020,0
Eswatini X 03/30/2020,0
Eswatini X 03/31/2020,0
Eswatini X 04/01/2020,0
Eswatini X 04/02/2020,0
Eswatini X 04/03/2020,0
Eswatini X 04/04/2020,0
Eswatini X 04/05/2020,0
Eswatini X 04/06/2020,0
Eswatini X 04/07/2020,0
Eswatini X 04/08/2020,0
Eswatini X 04/09/2020,0
Eswatini X 04/10/2020,0
Eswatini X 04/11/2020,0
Eswatini X 04/12/2020,0
Eswatini X 04/13/2020,0
Eswatini X 04/14/2020,0
Eswatini X 04/15/2020,0
Eswatini X 04/16/2020,0
Eswatini X 04/17/2020,0
Eswatini X 04/18/2020,0
Eswatini X 04/19/2020,0
Eswatini X 04/20/2020,0
Eswatini X 04/21/2020,0
Eswatini X 04/22/2020,0
Eswatini X 04/23/2020,0
Eswatini X 04/24/2020,0
Eswatini X 04/25/2020,0
Eswatini X 04/26/2020,0
Eswatini X 04/27/2020,0
Eswatini X 04/28/2020,0
Eswatini X 04/29/2020,0
Eswatini X 04/30/2020,0
Eswatini X 05/01/2020,0
Eswatini X 05/02/2020,0
Eswatini X 05/03/2020,0
Eswatini X 05/04/2020,0
Eswatini X 05/05/2020,0
Eswatini X 05/06/2020,0
Eswatini X 05/07/2020,0
Eswatini X 05/08/2020,0
Eswatini X 05/09/2020,0
Eswatini X 05/10/2020,0
Eswatini X 05/11/2020,0
Eswatini X 05/12/2020,0
Eswatini X 05/13/2020,0
Eswatini X 05/14/2020,0
Eswatini X 05/15/2020,0
Eswatini X 05/16/2020,0
Eswatini X 05/17/2020,0
Eswatini X 05/18/2020,0
Eswatini X 05/19/2020,0
Eswatini X 05/20/2020,0
Eswatini X 05/21/2020,0
Eswatini X 05/22/2020,0
Eswatini X 05/23/2020,0
Eswatini X 05/24/2020,0
Eswatini X 05/25/2020,0
Eswatini X 05/26/2020,0
Eswatini X 05/27/2020,0
Eswatini X 05/28/2020,0
Eswatini X 05/29/2020,0
Eswatini X 05/30/2020,0
Eswatini X 05/31/2020,0
Eswatini X 06/01/2020,0
Eswatini X 06/02/2020,0
Eswatini X 06/03/2020,0
Eswatini X 06/04/2020,0
Eswatini X 06/05/2020,0
Eswatini X 06/06/2020,0
Eswatini X 06/07/2020,0
Ethiopia X 03/06/2020,0
Ethiopia X 03/07/2020,0
Ethiopia X 03/08/2020,0
Ethiopia X 03/09/2020,0
Ethiopia X 03/10/2020,0
Ethiopia X 03/11/2020,0
Ethiopia X 03/12/2020,0
Ethiopia X 03/13/2020,0
Ethiopia X 03/14/2020,0
Ethiopia X 03/15/2020,0
Ethiopia X 03/16/2020,0
Ethiopia X 03/17/2020,0
Ethiopia X 03/18/2020,0
Ethiopia X 03/19/2020,0
Ethiopia X 03/20/2020,0
Ethiopia X 03/21/2020,0
Ethiopia X 03/22/2020,0
Ethiopia X 03/23/2020,0
Ethiopia X 03/24/2020,0
Ethiopia X 03/25/2020,0
Ethiopia X 03/26/2020,0
Ethiopia X 03/27/2020,0
Ethiopia X 03/28/2020,0
Ethiopia X 03/29/2020,0
Ethiopia X 03/30/2020,0
Ethiopia X 03/31/2020,0
Ethiopia X 04/01/2020,0
Ethiopia X 04/02/2020,0
Ethiopia X 04/03/2020,0
Ethiopia X 04/04/2020,0
Ethiopia X 04/05/2020,0
Ethiopia X 04/06/2020,0
Ethiopia X 04/07/2020,0
Ethiopia X 04/08/2020,0
Ethiopia X 04/09/2020,0
Ethiopia X 04/10/2020,0
Ethiopia X 04/11/2020,0
Ethiopia X 04/12/2020,0
Ethiopia X 04/13/2020,0
Ethiopia X 04/14/2020,0
Ethiopia X 04/15/2020,0
Ethiopia X 04/16/2020,0
Ethiopia X 04/17/2020,0
Ethiopia X 04/18/2020,0
Ethiopia X 04/19/2020,0
Ethiopia X 04/20/2020,0
Ethiopia X 04/21/2020,0
Ethiopia X 04/22/2020,0
Ethiopia X 04/23/2020,0
Ethiopia X 04/24/2020,0
Ethiopia X 04/25/2020,0
Ethiopia X 04/26/2020,0
Ethiopia X 04/27/2020,0
Ethiopia X 04/28/2020,0
Ethiopia X 04/29/2020,0
Ethiopia X 04/30/2020,0
Ethiopia X 05/01/2020,0
Ethiopia X 05/02/2020,0
Ethiopia X 05/03/2020,0
Ethiopia X 05/04/2020,0
Ethiopia X 05/05/2020,0
Ethiopia X 05/06/2020,0
Ethiopia X 05/07/2020,0
Ethiopia X 05/08/2020,0
Ethiopia X 05/09/2020,0
Ethiopia X 05/10/2020,0
Ethiopia X 05/11/2020,0
Ethiopia X 05/12/2020,0
Ethiopia X 05/13/2020,0
Ethiopia X 05/14/2020,0
Ethiopia X 05/15/2020,0
Ethiopia X 05/16/2020,0
Ethiopia X 05/17/2020,0
Ethiopia X 05/18/2020,0
Ethiopia X 05/19/2020,0
Ethiopia X 05/20/2020,0
Ethiopia X 05/21/2020,0
Ethiopia X 05/22/2020,0
Ethiopia X 05/23/2020,0
Ethiopia X 05/24/2020,0
Ethiopia X 05/25/2020,0
Ethiopia X 05/26/2020,0
Ethiopia X 05/27/2020,0
Ethiopia X 05/28/2020,0
Ethiopia X 05/29/2020,0
Ethiopia X 05/30/2020,0
Ethiopia X 05/31/2020,0
Ethiopia X 06/01/2020,0
Ethiopia X 06/02/2020,0
Ethiopia X 06/03/2020,0
Ethiopia X 06/04/2020,0
Ethiopia X 06/05/2020,0
Ethiopia X 06/06/2020,0
Ethiopia X 06/07/2020,0
Faroe Islands X 03/06/2020,0
Faroe Islands X 03/07/2020,0
Faroe Islands X 03/08/2020,0
Faroe Islands X 03/09/2020,0
Faroe Islands X 03/10/2020,0
Faroe Islands X 03/11/2020,0
Faroe Islands X 03/12/2020,0
Faroe Islands X 03/13/2020,0
Faroe Islands X 03/14/2020,0
Faroe Islands X 03/15/2020,0
Faroe Islands X 03/16/2020,0
Faroe Islands X 03/17/2020,0
Faroe Islands X 03/18/2020,0
Faroe Islands X 03/19/2020,0
Faroe Islands X 03/20/2020,0
Faroe Islands X 03/21/2020,0
Faroe Islands X 03/22/2020,0
Faroe Islands X 03/23/2020,0
Faroe Islands X 03/24/2020,0
Faroe Islands X 03/25/2020,0
Faroe Islands X 03/26/2020,0
Faroe Islands X 03/27/2020,0
Faroe Islands X 03/28/2020,0
Faroe Islands X 03/29/2020,0
Faroe Islands X 03/30/2020,0
Faroe Islands X 03/31/2020,0
Faroe Islands X 04/01/2020,0
Faroe Islands X 04/02/2020,0
Faroe Islands X 04/03/2020,0
Faroe Islands X 04/04/2020,0
Faroe Islands X 04/05/2020,0
Faroe Islands X 04/06/2020,0
Faroe Islands X 04/07/2020,0
Faroe Islands X 04/08/2020,0
Faroe Islands X 04/09/2020,0
Faroe Islands X 04/10/2020,0
Faroe Islands X 04/11/2020,0
Faroe Islands X 04/12/2020,0
Faroe Islands X 04/13/2020,0
Faroe Islands X 04/14/2020,0
Faroe Islands X 04/15/2020,0
Faroe Islands X 04/16/2020,0
Faroe Islands X 04/17/2020,0
Faroe Islands X 04/18/2020,0
Faroe Islands X 04/19/2020,0
Faroe Islands X 04/20/2020,0
Faroe Islands X 04/21/2020,0
Faroe Islands X 04/22/2020,0
Faroe Islands X 04/23/2020,0
Faroe Islands X 04/24/2020,0
Faroe Islands X 04/25/2020,0
Faroe Islands X 04/26/2020,0
Faroe Islands X 04/27/2020,0
Faroe Islands X 04/28/2020,0
Faroe Islands X 04/29/2020,0
Faroe Islands X 04/30/2020,0
Faroe Islands X 05/01/2020,0
Faroe Islands X 05/02/2020,0
Faroe Islands X 05/03/2020,0
Faroe Islands X 05/04/2020,0
Faroe Islands X 05/05/2020,0
Faroe Islands X 05/06/2020,0
Faroe Islands X 05/07/2020,0
Faroe Islands X 05/08/2020,0
Faroe Islands X 05/09/2020,0
Faroe Islands X 05/10/2020,0
Faroe Islands X 05/11/2020,0
Faroe Islands X 05/12/2020,0
Faroe Islands X 05/13/2020,0
Faroe Islands X 05/14/2020,0
Faroe Islands X 05/15/2020,0
Faroe Islands X 05/16/2020,0
Faroe Islands X 05/17/2020,0
Faroe Islands X 05/18/2020,0
Faroe Islands X 05/19/2020,0
Faroe Islands X 05/20/2020,0
Faroe Islands X 05/21/2020,0
Faroe Islands X 05/22/2020,0
Faroe Islands X 05/23/2020,0
Faroe Islands X 05/24/2020,0
Faroe Islands X 05/25/2020,0
Faroe Islands X 05/26/2020,0
Faroe Islands X 05/27/2020,0
Faroe Islands X 05/28/2020,0
Faroe Islands X 05/29/2020,0
Faroe Islands X 05/30/2020,0
Faroe Islands X 05/31/2020,0
Faroe Islands X 06/01/2020,0
Faroe Islands X 06/02/2020,0
Faroe Islands X 06/03/2020,0
Faroe Islands X 06/04/2020,0
Faroe Islands X 06/05/2020,0
Faroe Islands X 06/06/2020,0
Faroe Islands X 06/07/2020,0
Fiji X 03/06/2020,0
Fiji X 03/07/2020,0
Fiji X 03/08/2020,0
Fiji X 03/09/2020,0
Fiji X 03/10/2020,0
Fiji X 03/11/2020,0
Fiji X 03/12/2020,0
Fiji X 03/13/2020,0
Fiji X 03/14/2020,0
Fiji X 03/15/2020,0
Fiji X 03/16/2020,0
Fiji X 03/17/2020,0
Fiji X 03/18/2020,0
Fiji X 03/19/2020,0
Fiji X 03/20/2020,0
Fiji X 03/21/2020,0
Fiji X 03/22/2020,0
Fiji X 03/23/2020,0
Fiji X 03/24/2020,0
Fiji X 03/25/2020,0
Fiji X 03/26/2020,0
Fiji X 03/27/2020,0
Fiji X 03/28/2020,0
Fiji X 03/29/2020,0
Fiji X 03/30/2020,0
Fiji X 03/31/2020,0
Fiji X 04/01/2020,0
Fiji X 04/02/2020,0
Fiji X 04/03/2020,0
Fiji X 04/04/2020,0
Fiji X 04/05/2020,0
Fiji X 04/06/2020,0
Fiji X 04/07/2020,0
Fiji X 04/08/2020,0
Fiji X 04/09/2020,0
Fiji X 04/10/2020,0
Fiji X 04/11/2020,0
Fiji X 04/12/2020,0
Fiji X 04/13/2020,0
Fiji X 04/14/2020,0
Fiji X 04/15/2020,0
Fiji X 04/16/2020,0
Fiji X 04/17/2020,0
Fiji X 04/18/2020,0
Fiji X 04/19/2020,0
Fiji X 04/20/2020,0
Fiji X 04/21/2020,0
Fiji X 04/22/2020,0
Fiji X 04/23/2020,0
Fiji X 04/24/2020,0
Fiji X 04/25/2020,0
Fiji X 04/26/2020,0
Fiji X 04/27/2020,0
Fiji X 04/28/2020,0
Fiji X 04/29/2020,0
Fiji X 04/30/2020,0
Fiji X 05/01/2020,0
Fiji X 05/02/2020,0
Fiji X 05/03/2020,0
Fiji X 05/04/2020,0
Fiji X 05/05/2020,0
Fiji X 05/06/2020,0
Fiji X 05/07/2020,0
Fiji X 05/08/2020,0
Fiji X 05/09/2020,0
Fiji X 05/10/2020,0
Fiji X 05/11/2020,0
Fiji X 05/12/2020,0
Fiji X 05/13/2020,0
Fiji X 05/14/2020,0
Fiji X 05/15/2020,0
Fiji X 05/16/2020,0
Fiji X 05/17/2020,0
Fiji X 05/18/2020,0
Fiji X 05/19/2020,0
Fiji X 05/20/2020,0
Fiji X 05/21/2020,0
Fiji X 05/22/2020,0
Fiji X 05/23/2020,0
Fiji X 05/24/2020,0
Fiji X 05/25/2020,0
Fiji X 05/26/2020,0
Fiji X 05/27/2020,0
Fiji X 05/28/2020,0
Fiji X 05/29/2020,0
Fiji X 05/30/2020,0
Fiji X 05/31/2020,0
Fiji X 06/01/2020,0
Fiji X 06/02/2020,0
Fiji X 06/03/2020,0
Fiji X 06/04/2020,0
Fiji X 06/05/2020,0
Fiji X 06/06/2020,0
Fiji X 06/07/2020,0
Finland X 03/06/2020,0
Finland X 03/07/2020,0
Finland X 03/08/2020,0
Finland X 03/09/2020,0
Finland X 03/10/2020,0
Finland X 03/11/2020,0
Finland X 03/12/2020,0
Finland X 03/13/2020,0
Finland X 03/14/2020,0
Finland X 03/15/2020,0
Finland X 03/16/2020,0
Finland X 03/17/2020,0
Finland X 03/18/2020,0
Finland X 03/19/2020,0
Finland X 03/20/2020,0
Finland X 03/21/2020,1
Finland X 03/22/2020,1
Finland X 03/23/2020,1
Finland X 03/24/2020,1
Finland X 03/25/2020,3
Finland X 03/26/2020,5
Finland X 03/27/2020,7
Finland X 03/28/2020,9
Finland X 03/29/2020,11
Finland X 03/30/2020,13
Finland X 03/31/2020,17
Finland X 04/01/2020,17
Finland X 04/02/2020,20
Finland X 04/03/2020,22
Finland X 04/04/2020,23
Finland X 04/05/2020,24
Finland X 04/06/2020,28
Finland X 04/07/2020,31
Finland X 04/08/2020,34
Finland X 04/09/2020,37
Finland X 04/10/2020,40
Finland X 04/11/2020,43
Finland X 04/12/2020,48
Finland X 04/13/2020,48
Finland X 04/14/2020,53
Finland X 04/15/2020,55
Finland X 04/16/2020,57
Finland X 04/17/2020,59
Finland X 04/18/2020,63
Finland X 04/19/2020,67
Finland X 04/20/2020,71
Finland X 04/21/2020,75
Finland X 04/22/2020,79
Finland X 04/23/2020,82
Finland X 04/24/2020,88
Finland X 04/25/2020,90
Finland X 04/26/2020,95
Finland X 04/27/2020,98
Finland X 04/28/2020,101
Finland X 04/29/2020,103
Finland X 04/30/2020,108
Finland X 05/01/2020,113
Finland X 05/02/2020,118
Finland X 05/03/2020,122
Finland X 05/04/2020,126
Finland X 05/05/2020,131
Finland X 05/06/2020,137
Finland X 05/07/2020,139
Finland X 05/08/2020,145
Finland X 05/09/2020,149
Finland X 05/10/2020,153
Finland X 05/11/2020,156
Finland X 05/12/2020,162
Finland X 05/13/2020,167
Finland X 05/14/2020,173
Finland X 05/15/2020,178
Finland X 05/16/2020,183
Finland X 05/17/2020,188
Finland X 05/18/2020,195
Finland X 05/19/2020,198
Finland X 05/20/2020,205
Finland X 05/21/2020,209
Finland X 05/22/2020,214
Finland X 05/23/2020,218
Finland X 05/24/2020,225
Finland X 05/25/2020,231
Finland X 05/26/2020,237
Finland X 05/27/2020,243
Finland X 05/28/2020,249
Finland X 05/29/2020,255
Finland X 05/30/2020,263
Finland X 05/31/2020,267
Finland X 06/01/2020,274
Finland X 06/02/2020,280
Finland X 06/03/2020,285
Finland X 06/04/2020,290
Finland X 06/05/2020,298
Finland X 06/06/2020,305
Finland X 06/07/2020,312
France X 03/06/2020,9
France X 03/07/2020,11
France X 03/08/2020,19
France X 03/09/2020,19
France X 03/10/2020,33
France X 03/11/2020,48
France X 03/12/2020,48
France X 03/13/2020,79
France X 03/14/2020,91
France X 03/15/2020,91
France X 03/16/2020,149
France X 03/17/2020,149
France X 03/18/2020,149
France X 03/19/2020,244
France X 03/20/2020,451
France X 03/21/2020,563
France X 03/22/2020,675
France X 03/23/2020,861
France X 03/24/2020,1101
France X 03/25/2020,1332
France X 03/26/2020,1697
France X 03/27/2020,1996
France X 03/28/2020,2315
France X 03/29/2020,2607
France X 03/30/2020,3025
France X 03/31/2020,3526
France X 04/01/2020,4035
France X 04/02/2020,4439
France X 04/03/2020,4904
France X 04/04/2020,5449
France X 04/05/2020,6037
France X 04/06/2020,6601
France X 04/07/2020,7285
France X 04/08/2020,7891
France X 04/09/2020,8509
France X 04/10/2020,9093
France X 04/11/2020,9796
France X 04/12/2020,10579
France X 04/13/2020,11365
France X 04/14/2020,12074
France X 04/15/2020,12818
France X 04/16/2020,13633
France X 04/17/2020,14491
France X 04/18/2020,15328
France X 04/19/2020,16285
France X 04/20/2020,17166
France X 04/21/2020,18056
France X 04/22/2020,18911
France X 04/23/2020,19885
France X 04/24/2020,20937
France X 04/25/2020,21992
France X 04/26/2020,22976
France X 04/27/2020,23994
France X 04/28/2020,25081
France X 04/29/2020,26213
France X 04/30/2020,27324
France X 05/01/2020,28558
France X 05/02/2020,29717
France X 05/03/2020,30886
France X 05/04/2020,32021
France X 05/05/2020,33276
France X 05/06/2020,34609
France X 05/07/2020,35947
France X 05/08/2020,37218
France X 05/09/2020,38523
France X 05/10/2020,39899
France X 05/11/2020,41320
France X 05/12/2020,42724
France X 05/13/2020,44253
France X 05/14/2020,45707
France X 05/15/2020,47176
France X 05/16/2020,48611
France X 05/17/2020,50168
France X 05/18/2020,51805
France X 05/19/2020,53447
France X 05/20/2020,55028
France X 05/21/2020,56644
France X 05/22/2020,58333
France X 05/23/2020,60069
France X 05/24/2020,61791
France X 05/25/2020,63640
France X 05/26/2020,65417
France X 05/27/2020,67211
France X 05/28/2020,68974
France X 05/29/2020,70861
France X 05/30/2020,72830
France X 05/31/2020,74807
France X 06/01/2020,76726
France X 06/02/2020,78683
France X 06/03/2020,80715
France X 06/04/2020,82797
France X 06/05/2020,84866
France X 06/06/2020,87067
France X 06/07/2020,89199
French Guiana X 03/06/2020,0
French Guiana X 03/07/2020,0
French Guiana X 03/08/2020,0
French Guiana X 03/09/2020,0
French Guiana X 03/10/2020,0
French Guiana X 03/11/2020,0
French Guiana X 03/12/2020,0
French Guiana X 03/13/2020,0
French Guiana X 03/14/2020,0
French Guiana X 03/15/2020,0
French Guiana X 03/16/2020,0
French Guiana X 03/17/2020,0
French Guiana X 03/18/2020,0
French Guiana X 03/19/2020,0
French Guiana X 03/20/2020,0
French Guiana X 03/21/2020,0
French Guiana X 03/22/2020,0
French Guiana X 03/23/2020,0
French Guiana X 03/24/2020,0
French Guiana X 03/25/2020,0
French Guiana X 03/26/2020,0
French Guiana X 03/27/2020,0
French Guiana X 03/28/2020,0
French Guiana X 03/29/2020,0
French Guiana X 03/30/2020,0
French Guiana X 03/31/2020,0
French Guiana X 04/01/2020,0
French Guiana X 04/02/2020,0
French Guiana X 04/03/2020,0
French Guiana X 04/04/2020,0
French Guiana X 04/05/2020,0
French Guiana X 04/06/2020,0
French Guiana X 04/07/2020,0
French Guiana X 04/08/2020,0
French Guiana X 04/09/2020,0
French Guiana X 04/10/2020,0
French Guiana X 04/11/2020,0
French Guiana X 04/12/2020,0
French Guiana X 04/13/2020,0
French Guiana X 04/14/2020,0
French Guiana X 04/15/2020,0
French Guiana X 04/16/2020,0
French Guiana X 04/17/2020,0
French Guiana X 04/18/2020,0
French Guiana X 04/19/2020,0
French Guiana X 04/20/2020,0
French Guiana X 04/21/2020,0
French Guiana X 04/22/2020,0
French Guiana X 04/23/2020,0
French Guiana X 04/24/2020,0
French Guiana X 04/25/2020,0
French Guiana X 04/26/2020,0
French Guiana X 04/27/2020,0
French Guiana X 04/28/2020,0
French Guiana X 04/29/2020,0
French Guiana X 04/30/2020,0
French Guiana X 05/01/2020,0
French Guiana X 05/02/2020,0
French Guiana X 05/03/2020,0
French Guiana X 05/04/2020,0
French Guiana X 05/05/2020,0
French Guiana X 05/06/2020,0
French Guiana X 05/07/2020,0
French Guiana X 05/08/2020,0
French Guiana X 05/09/2020,0
French Guiana X 05/10/2020,0
French Guiana X 05/11/2020,0
French Guiana X 05/12/2020,0
French Guiana X 05/13/2020,0
French Guiana X 05/14/2020,0
French Guiana X 05/15/2020,0
French Guiana X 05/16/2020,0
French Guiana X 05/17/2020,0
French Guiana X 05/18/2020,0
French Guiana X 05/19/2020,0
French Guiana X 05/20/2020,0
French Guiana X 05/21/2020,0
French Guiana X 05/22/2020,0
French Guiana X 05/23/2020,0
French Guiana X 05/24/2020,0
French Guiana X 05/25/2020,0
French Guiana X 05/26/2020,0
French Guiana X 05/27/2020,0
French Guiana X 05/28/2020,0
French Guiana X 05/29/2020,0
French Guiana X 05/30/2020,0
French Guiana X 05/31/2020,0
French Guiana X 06/01/2020,0
French Guiana X 06/02/2020,0
French Guiana X 06/03/2020,0
French Guiana X 06/04/2020,0
French Guiana X 06/05/2020,0
French Guiana X 06/06/2020,0
French Guiana X 06/07/2020,0
French Polynesia X 03/06/2020,0
French Polynesia X 03/07/2020,0
French Polynesia X 03/08/2020,0
French Polynesia X 03/09/2020,0
French Polynesia X 03/10/2020,0
French Polynesia X 03/11/2020,0
French Polynesia X 03/12/2020,0
French Polynesia X 03/13/2020,0
French Polynesia X 03/14/2020,0
French Polynesia X 03/15/2020,0
French Polynesia X 03/16/2020,0
French Polynesia X 03/17/2020,0
French Polynesia X 03/18/2020,0
French Polynesia X 03/19/2020,0
French Polynesia X 03/20/2020,0
French Polynesia X 03/21/2020,0
French Polynesia X 03/22/2020,0
French Polynesia X 03/23/2020,0
French Polynesia X 03/24/2020,0
French Polynesia X 03/25/2020,0
French Polynesia X 03/26/2020,0
French Polynesia X 03/27/2020,0
French Polynesia X 03/28/2020,0
French Polynesia X 03/29/2020,0
French Polynesia X 03/30/2020,0
French Polynesia X 03/31/2020,0
French Polynesia X 04/01/2020,0
French Polynesia X 04/02/2020,0
French Polynesia X 04/03/2020,0
French Polynesia X 04/04/2020,0
French Polynesia X 04/05/2020,0
French Polynesia X 04/06/2020,0
French Polynesia X 04/07/2020,0
French Polynesia X 04/08/2020,0
French Polynesia X 04/09/2020,0
French Polynesia X 04/10/2020,0
French Polynesia X 04/11/2020,0
French Polynesia X 04/12/2020,0
French Polynesia X 04/13/2020,0
French Polynesia X 04/14/2020,0
French Polynesia X 04/15/2020,0
French Polynesia X 04/16/2020,0
French Polynesia X 04/17/2020,0
French Polynesia X 04/18/2020,0
French Polynesia X 04/19/2020,0
French Polynesia X 04/20/2020,0
French Polynesia X 04/21/2020,0
French Polynesia X 04/22/2020,0
