Territory X Date,Target
Micronesia (Federated States of) X 04/07/2020,1
Micronesia (Federated States of) X 04/08/2020,1
Monaco X 04/02/2020,0
Monaco X 04/03/2020,0
Monaco X 04/04/2020,0
Monaco X 04/05/2020,0
Monaco X 04/06/2020,0
Monaco X 04/07/2020,0
Monaco X 04/08/2020,0
Mongolia X 04/02/2020,1
Mongolia X 04/03/2020,1
Mongolia X 04/04/2020,1
Mongolia X 04/05/2020,1
Mongolia X 04/06/2020,1
Mongolia X 04/07/2020,1
Mongolia X 04/08/2020,1
Montenegro X 04/02/2020,3
Montenegro X 04/03/2020,3
Montenegro X 04/04/2020,4
Montenegro X 04/05/2020,4
Montenegro X 04/06/2020,4
Montenegro X 04/07/2020,5
Montenegro X 04/08/2020,5
Montserrat X 04/02/2020,1
Montserrat X 04/03/2020,1
Montserrat X 04/04/2020,1
Montserrat X 04/05/2020,1
Montserrat X 04/06/2020,1
Montserrat X 04/07/2020,1
Montserrat X 04/08/2020,1
Morocco X 04/02/2020,46
Morocco X 04/03/2020,53
Morocco X 04/04/2020,58
Morocco X 04/05/2020,64
Morocco X 04/06/2020,70
Morocco X 04/07/2020,80
Morocco X 04/08/2020,98
Mozambique X 04/02/2020,1
Mozambique X 04/03/2020,1
Mozambique X 04/04/2020,1
Mozambique X 04/05/2020,1
Mozambique X 04/06/2020,1
Mozambique X 04/07/2020,1
Mozambique X 04/08/2020,1
Myanmar X 04/02/2020,1
Myanmar X 04/03/2020,1
Myanmar X 04/04/2020,1
Myanmar X 04/05/2020,1
Myanmar X 04/06/2020,1
Myanmar X 04/07/2020,1
Myanmar X 04/08/2020,1
Namibia X 04/02/2020,1
Namibia X 04/03/2020,1
Namibia X 04/04/2020,1
Namibia X 04/05/2020,1
Namibia X 04/06/2020,1
Namibia X 04/07/2020,1
Namibia X 04/08/2020,1
Nauru X 04/02/2020,1
Nauru X 04/03/2020,1
Nauru X 04/04/2020,1
Nauru X 04/05/2020,1
Nauru X 04/06/2020,1
Nauru X 04/07/2020,1
Nauru X 04/08/2020,1
Nepal X 04/02/2020,1
Nepal X 04/03/2020,1
Nepal X 04/04/2020,1
Nepal X 04/05/2020,1
Nepal X 04/06/2020,1
Nepal X 04/07/2020,1
Nepal X 04/08/2020,1
Netherlands (the) X 04/02/2020,1394
Netherlands (the) X 04/03/2020,1571
Netherlands (the) X 04/04/2020,1815
Netherlands (the) X 04/05/2020,2042
Netherlands (the) X 04/06/2020,2354
Netherlands (the) X 04/07/2020,2624
Netherlands (the) X 04/08/2020,2991
New Caledonia X 04/02/2020,1
New Caledonia X 04/03/2020,1
New Caledonia X 04/04/2020,1
New Caledonia X 04/05/2020,1
New Caledonia X 04/06/2020,1
New Caledonia X 04/07/2020,1
New Caledonia X 04/08/2020,1
New Zealand X 04/02/2020,0
New Zealand X 04/03/2020,0
New Zealand X 04/04/2020,0
New Zealand X 04/05/2020,0
New Zealand X 04/06/2020,0
New Zealand X 04/07/2020,0
New Zealand X 04/08/2020,0
Nicaragua X 04/02/2020,2
Nicaragua X 04/03/2020,2
Nicaragua X 04/04/2020,2
Nicaragua X 04/05/2020,2
Nicaragua X 04/06/2020,2
Nicaragua X 04/07/2020,2
Nicaragua X 04/08/2020,3
Niger (the) X 04/02/2020,6
Niger (the) X 04/03/2020,9
Niger (the) X 04/04/2020,10
Niger (the) X 04/05/2020,12
Niger (the) X 04/06/2020,14
Niger (the) X 04/07/2020,17
Niger (the) X 04/08/2020,18
Nigeria X 04/02/2020,3
Nigeria X 04/03/2020,3
Nigeria X 04/04/2020,4
Nigeria X 04/05/2020,4
Nigeria X 04/06/2020,4
Nigeria X 04/07/2020,5
Nigeria X 04/08/2020,5
North Macedonia X 04/02/2020,14
North Macedonia X 04/03/2020,17
North Macedonia X 04/04/2020,21
North Macedonia X 04/05/2020,23
North Macedonia X 04/06/2020,27
North Macedonia X 04/07/2020,30
North Macedonia X 04/08/2020,33
Norway X 04/02/2020,52
Norway X 04/03/2020,60
Norway X 04/04/2020,69
Norway X 04/05/2020,79
Norway X 04/06/2020,89
Norway X 04/07/2020,100
Norway X 04/08/2020,112
Oman X 04/02/2020,0
Oman X 04/03/2020,0
Oman X 04/04/2020,0
Oman X 04/05/2020,0
Oman X 04/06/2020,0
Oman X 04/07/2020,0
Oman X 04/08/2020,0
Pakistan X 04/02/2020,32
Pakistan X 04/03/2020,37
Pakistan X 04/04/2020,42
Pakistan X 04/05/2020,46
Pakistan X 04/06/2020,51
Pakistan X 04/07/2020,57
Pakistan X 04/08/2020,63
Palau X 04/02/2020,1
Palau X 04/03/2020,1
Palau X 04/04/2020,1
Palau X 04/05/2020,1
Palau X 04/06/2020,1
Palau X 04/07/2020,1
Palau X 04/08/2020,1
Panama X 04/02/2020,33
Panama X 04/03/2020,37
Panama X 04/04/2020,42
Panama X 04/05/2020,44
Panama X 04/06/2020,48
Panama X 04/07/2020,49
Panama X 04/08/2020,51
Papua New Guinea X 04/02/2020,1
Papua New Guinea X 04/03/2020,1
Papua New Guinea X 04/04/2020,1
Papua New Guinea X 04/05/2020,1
Papua New Guinea X 04/06/2020,1
Papua New Guinea X 04/07/2020,1
Papua New Guinea X 04/08/2020,1
Paraguay X 04/02/2020,5
Paraguay X 04/03/2020,5
Paraguay X 04/04/2020,6
Paraguay X 04/05/2020,7
Paraguay X 04/06/2020,8
Paraguay X 04/07/2020,9
Paraguay X 04/08/2020,9
Peru X 04/02/2020,47
Peru X 04/03/2020,54
Peru X 04/04/2020,61
Peru X 04/05/2020,70
Peru X 04/06/2020,80
Peru X 04/07/2020,87
Peru X 04/08/2020,97
Philippines (the) X 04/02/2020,109
Philippines (the) X 04/03/2020,121
Philippines (the) X 04/04/2020,135
Philippines (the) X 04/05/2020,146
Philippines (the) X 04/06/2020,159
Philippines (the) X 04/07/2020,173
Philippines (the) X 04/08/2020,189
Poland X 04/02/2020,50
Poland X 04/03/2020,62
Poland X 04/04/2020,71
Poland X 04/05/2020,84
Poland X 04/06/2020,96
Poland X 04/07/2020,109
Poland X 04/08/2020,119
Portugal X 04/02/2020,219
Portugal X 04/03/2020,249
Portugal X 04/04/2020,287
Portugal X 04/05/2020,329
Portugal X 04/06/2020,372
Portugal X 04/07/2020,423
Portugal X 04/08/2020,476
Qatar X 04/02/2020,3
Qatar X 04/03/2020,4
Qatar X 04/04/2020,4
Qatar X 04/05/2020,4
Qatar X 04/06/2020,5
Qatar X 04/07/2020,6
Qatar X 04/08/2020,6
Republic of Korea (the) X 04/02/2020,1
Republic of Korea (the) X 04/03/2020,1
Republic of Korea (the) X 04/04/2020,1
Republic of Korea (the) X 04/05/2020,1
Republic of Korea (the) X 04/06/2020,1
Republic of Korea (the) X 04/07/2020,1
Republic of Korea (the) X 04/08/2020,1
Republic of Moldova (the) X 04/02/2020,6
Republic of Moldova (the) X 04/03/2020,6
Republic of Moldova (the) X 04/04/2020,8
Republic of Moldova (the) X 04/05/2020,10
Republic of Moldova (the) X 04/06/2020,11
Republic of Moldova (the) X 04/07/2020,11
Republic of Moldova (the) X 04/08/2020,13
Reunion X 04/02/2020,1
Reunion X 04/03/2020,1
Reunion X 04/04/2020,1
Reunion X 04/05/2020,1
Reunion X 04/06/2020,1
Reunion X 04/07/2020,1
Reunion X 04/08/2020,1
Romania X 04/02/2020,115
Romania X 04/03/2020,140
Romania X 04/04/2020,168
Romania X 04/05/2020,197
Romania X 04/06/2020,231
Romania X 04/07/2020,267
Romania X 04/08/2020,303
Russian Federation (the) X 04/02/2020,37
Russian Federation (the) X 04/03/2020,49
Russian Federation (the) X 04/04/2020,65
Russian Federation (the) X 04/05/2020,83
Russian Federation (the) X 04/06/2020,106
Russian Federation (the) X 04/07/2020,128
Russian Federation (the) X 04/08/2020,155
Rwanda X 04/02/2020,1
Rwanda X 04/03/2020,1
Rwanda X 04/04/2020,1
Rwanda X 04/05/2020,1
Rwanda X 04/06/2020,1
Rwanda X 04/07/2020,1
Rwanda X 04/08/2020,1
Saint Barthelemy X 04/02/2020,1
Saint Barthelemy X 04/03/2020,1
Saint Barthelemy X 04/04/2020,1
Saint Barthelemy X 04/05/2020,1
Saint Barthelemy X 04/06/2020,1
Saint Barthelemy X 04/07/2020,1
Saint Barthelemy X 04/08/2020,1
Saint Kitts and Nevis X 04/02/2020,1
Saint Kitts and Nevis X 04/03/2020,1
Saint Kitts and Nevis X 04/04/2020,1
Saint Kitts and Nevis X 04/05/2020,1
Saint Kitts and Nevis X 04/06/2020,1
Saint Kitts and Nevis X 04/07/2020,1
Saint Kitts and Nevis X 04/08/2020,1
Saint Lucia X 04/02/2020,1
Saint Lucia X 04/03/2020,1
Saint Lucia X 04/04/2020,1
Saint Lucia X 04/05/2020,1
Saint Lucia X 04/06/2020,1
Saint Lucia X 04/07/2020,1
Saint Lucia X 04/08/2020,1
Saint Vincent and the Grenadines X 04/02/2020,1
Saint Vincent and the Grenadines X 04/03/2020,1
Saint Vincent and the Grenadines X 04/04/2020,1
Saint Vincent and the Grenadines X 04/05/2020,1
Saint Vincent and the Grenadines X 04/06/2020,1
Saint Vincent and the Grenadines X 04/07/2020,1
Saint Vincent and the Grenadines X 04/08/2020,1
Samoa X 04/02/2020,1
Samoa X 04/03/2020,1
Samoa X 04/04/2020,1
Samoa X 04/05/2020,1
Samoa X 04/06/2020,1
Samoa X 04/07/2020,1
Samoa X 04/08/2020,1
San Marino X 04/02/2020,32
San Marino X 04/03/2020,34
San Marino X 04/04/2020,35
San Marino X 04/05/2020,37
San Marino X 04/06/2020,39
San Marino X 04/07/2020,40
San Marino X 04/08/2020,42
Sao Tome and Principe X 04/02/2020,1
Sao Tome and Principe X 04/03/2020,1
Sao Tome and Principe X 04/04/2020,1
Sao Tome and Principe X 04/05/2020,1
Sao Tome and Principe X 04/06/2020,1
Sao Tome and Principe X 04/07/2020,1
Sao Tome and Principe X 04/08/2020,1
Saudi Arabia X 04/02/2020,18
Saudi Arabia X 04/03/2020,21
Saudi Arabia X 04/04/2020,25
Saudi Arabia X 04/05/2020,30
Saudi Arabia X 04/06/2020,36
Saudi Arabia X 04/07/2020,41
Saudi Arabia X 04/08/2020,46
Senegal X 04/02/2020,0
Senegal X 04/03/2020,0
Senegal X 04/04/2020,0
Senegal X 04/05/2020,0
Senegal X 04/06/2020,0
Senegal X 04/07/2020,0
Senegal X 04/08/2020,0
Serbia X 04/02/2020,37
Serbia X 04/03/2020,44
Serbia X 04/04/2020,48
Serbia X 04/05/2020,58
Serbia X 04/06/2020,69
Serbia X 04/07/2020,74
Serbia X 04/08/2020,78
Seychelles X 04/02/2020,1
Seychelles X 04/03/2020,1
Seychelles X 04/04/2020,1
Seychelles X 04/05/2020,1
Seychelles X 04/06/2020,1
Seychelles X 04/07/2020,1
Seychelles X 04/08/2020,1
Sierra Leone X 04/02/2020,1
Sierra Leone X 04/03/2020,1
Sierra Leone X 04/04/2020,1
Sierra Leone X 04/05/2020,1
Sierra Leone X 04/06/2020,1
Sierra Leone X 04/07/2020,1
Sierra Leone X 04/08/2020,1
Singapore X 04/02/2020,6
Singapore X 04/03/2020,6
Singapore X 04/04/2020,6
Singapore X 04/05/2020,7
Singapore X 04/06/2020,7
Singapore X 04/07/2020,7
Singapore X 04/08/2020,7
Slovakia X 04/02/2020,2
Slovakia X 04/03/2020,1
Slovakia X 04/04/2020,1
Slovakia X 04/05/2020,1
Slovakia X 04/06/2020,1
Slovakia X 04/07/2020,1
Slovakia X 04/08/2020,1
Slovenia X 04/02/2020,20
Slovenia X 04/03/2020,21
Slovenia X 04/04/2020,26
Slovenia X 04/05/2020,28
Slovenia X 04/06/2020,33
Slovenia X 04/07/2020,35
Slovenia X 04/08/2020,42
Solomon Islands X 04/02/2020,1
Solomon Islands X 04/03/2020,1
Solomon Islands X 04/04/2020,1
Solomon Islands X 04/05/2020,1
Solomon Islands X 04/06/2020,1
Solomon Islands X 04/07/2020,1
Solomon Islands X 04/08/2020,1
Somalia X 04/02/2020,1
Somalia X 04/03/2020,1
Somalia X 04/04/2020,1
Somalia X 04/05/2020,1
Somalia X 04/06/2020,1
Somalia X 04/07/2020,1
Somalia X 04/08/2020,1
South Africa X 04/02/2020,8
South Africa X 04/03/2020,8
South Africa X 04/04/2020,11
South Africa X 04/05/2020,11
South Africa X 04/06/2020,14
South Africa X 04/07/2020,15
South Africa X 04/08/2020,18
South Sudan X 04/02/2020,3
South Sudan X 04/03/2020,3
South Sudan X 04/04/2020,3
South Sudan X 04/05/2020,4
South Sudan X 04/06/2020,4
South Sudan X 04/07/2020,4
South Sudan X 04/08/2020,5
Spain X 04/02/2020,10456
Spain X 04/03/2020,11507
Spain X 04/04/2020,12749
Spain X 04/05/2020,13993
Spain X 04/06/2020,15586
Spain X 04/07/2020,17094
Spain X 04/08/2020,18677
Sri Lanka X 04/02/2020,4
Sri Lanka X 04/03/2020,5
Sri Lanka X 04/04/2020,5
Sri Lanka X 04/05/2020,6
Sri Lanka X 04/06/2020,7
Sri Lanka X 04/07/2020,8
Sri Lanka X 04/08/2020,9
St Martin X 04/02/2020,0
St Martin X 04/03/2020,0
St Martin X 04/04/2020,0
St Martin X 04/05/2020,0
St Martin X 04/06/2020,0
St Martin X 04/07/2020,0
St Martin X 04/08/2020,0
Sudan (the) X 04/02/2020,1
Sudan (the) X 04/03/2020,1
Sudan (the) X 04/04/2020,1
Sudan (the) X 04/05/2020,1
Sudan (the) X 04/06/2020,1
Sudan (the) X 04/07/2020,1
Sudan (the) X 04/08/2020,1
Suriname X 04/02/2020,1
Suriname X 04/03/2020,1
Suriname X 04/04/2020,1
Suriname X 04/05/2020,1
Suriname X 04/06/2020,1
Suriname X 04/07/2020,1
Suriname X 04/08/2020,1
Sweden X 04/02/2020,301
Sweden X 04/03/2020,365
Sweden X 04/04/2020,433
Sweden X 04/05/2020,512
Sweden X 04/06/2020,609
Sweden X 04/07/2020,697
Sweden X 04/08/2020,801
Switzerland X 04/02/2020,572
Switzerland X 04/03/2020,654
Switzerland X 04/04/2020,738
Switzerland X 04/05/2020,804
Switzerland X 04/06/2020,901
Switzerland X 04/07/2020,1006
Switzerland X 04/08/2020,1115
Syrian Arab Republic (the) X 04/02/2020,3
Syrian Arab Republic (the) X 04/03/2020,3
Syrian Arab Republic (the) X 04/04/2020,3
Syrian Arab Republic (the) X 04/05/2020,3
Syrian Arab Republic (the) X 04/06/2020,3
Syrian Arab Republic (the) X 04/07/2020,3
Syrian Arab Republic (the) X 04/08/2020,3
Taiwan X 04/02/2020,7
Taiwan X 04/03/2020,7
Taiwan X 04/04/2020,8
Taiwan X 04/05/2020,8
Taiwan X 04/06/2020,9
Taiwan X 04/07/2020,9
Taiwan X 04/08/2020,10
Tajikistan X 04/02/2020,1
Tajikistan X 04/03/2020,1
Tajikistan X 04/04/2020,1
Tajikistan X 04/05/2020,1
Tajikistan X 04/06/2020,1
Tajikistan X 04/07/2020,1
Tajikistan X 04/08/2020,1
Thailand X 04/02/2020,15
Thailand X 04/03/2020,17
Thailand X 04/04/2020,19
Thailand X 04/05/2020,24
Thailand X 04/06/2020,26
Thailand X 04/07/2020,29
Thailand X 04/08/2020,32
Timor-Leste X 04/02/2020,1
Timor-Leste X 04/03/2020,1
Timor-Leste X 04/04/2020,1
Timor-Leste X 04/05/2020,1
Timor-Leste X 04/06/2020,1
Timor-Leste X 04/07/2020,1
Timor-Leste X 04/08/2020,1
Togo X 04/02/2020,3
Togo X 04/03/2020,3
Togo X 04/04/2020,3
Togo X 04/05/2020,3
Togo X 04/06/2020,3
Togo X 04/07/2020,4
Togo X 04/08/2020,5
Tonga X 04/02/2020,1
Tonga X 04/03/2020,1
Tonga X 04/04/2020,1
Tonga X 04/05/2020,1
Tonga X 04/06/2020,1
Tonga X 04/07/2020,1
Tonga X 04/08/2020,1
Trinidad and Tobago X 04/02/2020,7
Trinidad and Tobago X 04/03/2020,9
Trinidad and Tobago X 04/04/2020,9
Trinidad and Tobago X 04/05/2020,10
Trinidad and Tobago X 04/06/2020,12
Trinidad and Tobago X 04/07/2020,14
Trinidad and Tobago X 04/08/2020,16
Tunisia X 04/02/2020,12
Tunisia X 04/03/2020,16
Tunisia X 04/04/2020,17
Tunisia X 04/05/2020,19
Tunisia X 04/06/2020,21
Tunisia X 04/07/2020,24
Tunisia X 04/08/2020,25
Turkey X 04/02/2020,360
Turkey X 04/03/2020,467
Turkey X 04/04/2020,571
Turkey X 04/05/2020,685
Turkey X 04/06/2020,817
Turkey X 04/07/2020,959
Turkey X 04/08/2020,1112
Turkmenistan X 04/02/2020,1
Turkmenistan X 04/03/2020,1
Turkmenistan X 04/04/2020,1
Turkmenistan X 04/05/2020,1
Turkmenistan X 04/06/2020,1
Turkmenistan X 04/07/2020,1
Turkmenistan X 04/08/2020,1
Tuvalu X 04/02/2020,1
Tuvalu X 04/03/2020,1
Tuvalu X 04/04/2020,1
Tuvalu X 04/05/2020,1
Tuvalu X 04/06/2020,1
Tuvalu X 04/07/2020,1
Tuvalu X 04/08/2020,1
Uganda X 04/02/2020,1
Uganda X 04/03/2020,1
Uganda X 04/04/2020,1
Uganda X 04/05/2020,1
Uganda X 04/06/2020,1
Uganda X 04/07/2020,1
Uganda X 04/08/2020,1
Ukraine X 04/02/2020,26
Ukraine X 04/03/2020,30
Ukraine X 04/04/2020,34
Ukraine X 04/05/2020,39
Ukraine X 04/06/2020,46
Ukraine X 04/07/2020,51
Ukraine X 04/08/2020,57
United Arab Emirates (the) X 04/02/2020,9
United Arab Emirates (the) X 04/03/2020,10
United Arab Emirates (the) X 04/04/2020,10
United Arab Emirates (the) X 04/05/2020,11
United Arab Emirates (the) X 04/06/2020,11
United Arab Emirates (the) X 04/07/2020,11
United Arab Emirates (the) X 04/08/2020,12
United Kingdom of Great Britain and Northern Ireland (the) X 04/02/2020,3045
United Kingdom of Great Britain and Northern Ireland (the) X 04/03/2020,3761
United Kingdom of Great Britain and Northern Ireland (the) X 04/04/2020,4510
United Kingdom of Great Britain and Northern Ireland (the) X 04/05/2020,5322
United Kingdom of Great Britain and Northern Ireland (the) X 04/06/2020,6116
United Kingdom of Great Britain and Northern Ireland (the) X 04/07/2020,7007
United Kingdom of Great Britain and Northern Ireland (the) X 04/08/2020,7989
United Republic of Tanzania (the) X 04/02/2020,0
United Republic of Tanzania (the) X 04/03/2020,0
United Republic of Tanzania (the) X 04/04/2020,0
United Republic of Tanzania (the) X 04/05/2020,0
United Republic of Tanzania (the) X 04/06/2020,0
United Republic of Tanzania (the) X 04/07/2020,0
United Republic of Tanzania (the) X 04/08/2020,0
United States of America (the) X 04/02/2020,5782
United States of America (the) X 04/03/2020,7004
United States of America (the) X 04/04/2020,8428
United States of America (the) X 04/05/2020,10034
United States of America (the) X 04/06/2020,11966
United States of America (the) X 04/07/2020,14131
United States of America (the) X 04/08/2020,16662
Uruguay X 04/02/2020,0
Uruguay X 04/03/2020,0
Uruguay X 04/04/2020,0
Uruguay X 04/05/2020,0
Uruguay X 04/06/2020,0
Uruguay X 04/07/2020,0
Uruguay X 04/08/2020,0
Uzbekistan X 04/02/2020,3
Uzbekistan X 04/03/2020,3
Uzbekistan X 04/04/2020,3
Uzbekistan X 04/05/2020,4
Uzbekistan X 04/06/2020,4
Uzbekistan X 04/07/2020,4
Uzbekistan X 04/08/2020,5
Vanuatu X 04/02/2020,1
Vanuatu X 04/03/2020,1
Vanuatu X 04/04/2020,1
Vanuatu X 04/05/2020,1
Vanuatu X 04/06/2020,1
Vanuatu X 04/07/2020,1
Vanuatu X 04/08/2020,1
Venezuela (Bolivarian Republic of) X 04/02/2020,5
Venezuela (Bolivarian Republic of) X 04/03/2020,4
Venezuela (Bolivarian Republic of) X 04/04/2020,5
Venezuela (Bolivarian Republic of) X 04/05/2020,6
Venezuela (Bolivarian Republic of) X 04/06/2020,6
Venezuela (Bolivarian Republic of) X 04/07/2020,7
Venezuela (Bolivarian Republic of) X 04/08/2020,8
Viet Nam X 04/02/2020,1
Viet Nam X 04/03/2020,1
Viet Nam X 04/04/2020,1
Viet Nam X 04/05/2020,1
Viet Nam X 04/06/2020,1
Viet Nam X 04/07/2020,1
Viet Nam X 04/08/2020,1
Yemen X 04/02/2020,1
Yemen X 04/03/2020,1
Yemen X 04/04/2020,1
Yemen X 04/05/2020,1
Yemen X 04/06/2020,1
Yemen X 04/07/2020,1
Yemen X 04/08/2020,1
Zambia X 04/02/2020,1
Zambia X 04/03/2020,1
Zambia X 04/04/2020,1
Zambia X 04/05/2020,1
Zambia X 04/06/2020,1
Zambia X 04/07/2020,1
Zambia X 04/08/2020,1
Zimbabwe X 04/02/2020,2
Zimbabwe X 04/03/2020,2
Zimbabwe X 04/04/2020,3
Zimbabwe X 04/05/2020,3
Zimbabwe X 04/06/2020,3
Zimbabwe X 04/07/2020,3
Zimbabwe X 04/08/2020,3
